case,repeat,mode,delaySeconds,kind,id,status,embeddingApplied,latencyMs,arrivalToResponseMs,sendLagMs
06-sync-remote-two,1,sync-remote-two,3.0,normal,87,200,,3.2999,4.4769,1.177
06-sync-remote-two,1,sync-remote-two,3.0,ai,35,200,False,6.9846,8.125,1.1404
06-sync-remote-two,1,sync-remote-two,3.0,normal,88,200,,2.8959,4.021,1.1252
06-sync-remote-two,1,sync-remote-two,3.0,normal,89,200,,2.4632,2.6748,0.2116
06-sync-remote-two,1,sync-remote-two,3.0,normal,90,200,,6.2541,7.4531,1.199
06-sync-remote-two,1,sync-remote-two,3.0,ai,36,200,False,7.9844,10.355,2.3706
06-sync-remote-two,1,sync-remote-two,3.0,normal,91,200,,2.8483,3.3131,0.4648
06-sync-remote-two,1,sync-remote-two,3.0,normal,92,200,,3.4561,3.9677,0.5116
06-sync-remote-two,1,sync-remote-two,3.0,ai,37,200,False,7.7042,8.2095,0.5052
06-sync-remote-two,1,sync-remote-two,3.0,normal,93,200,,3.5865,4.7493,1.1628
06-sync-remote-two,1,sync-remote-two,3.0,normal,94,200,,2.3335,3.4772,1.1437
06-sync-remote-two,1,sync-remote-two,3.0,normal,95,200,,1.9007,3.4894,1.5887
06-sync-remote-two,1,sync-remote-two,3.0,ai,38,200,False,5.2745,6.3709,1.0963
06-sync-remote-two,1,sync-remote-two,3.0,normal,96,200,,2.5238,3.6809,1.1571
06-sync-remote-two,1,sync-remote-two,3.0,normal,97,200,,2.7762,3.9341,1.1579
06-sync-remote-two,1,sync-remote-two,3.0,ai,39,200,False,6.3797,7.4711,1.0914
06-sync-remote-two,1,sync-remote-two,3.0,normal,98,200,,2.6652,3.7635,1.0983
06-sync-remote-two,1,sync-remote-two,3.0,normal,99,200,,4.1788,5.4159,1.2371
06-sync-remote-two,1,sync-remote-two,3.0,ai,25,200,True,3012.4431,3013.611,1.1679
06-sync-remote-two,1,sync-remote-two,3.0,ai,26,200,True,3015.5301,3016.7264,1.1962
07-sync-remote-two,2,sync-remote-two,3.0,normal,0,200,,3.6681,5.2865,1.6184
07-sync-remote-two,2,sync-remote-two,3.0,normal,1,200,,2.3972,3.5103,1.1131
07-sync-remote-two,2,sync-remote-two,3.0,normal,2,200,,2.2783,4.2604,1.9821
07-sync-remote-two,2,sync-remote-two,3.0,normal,3,200,,2.048,3.1543,1.1063
07-sync-remote-two,2,sync-remote-two,3.0,normal,4,200,,2.8763,3.9927,1.1163
07-sync-remote-two,2,sync-remote-two,3.0,normal,5,200,,4.1207,6.2467,2.1259
07-sync-remote-two,2,sync-remote-two,3.0,ai,2,200,False,8.0483,9.2272,1.1788
07-sync-remote-two,2,sync-remote-two,3.0,normal,6,200,,1.6318,2.765,1.1332
07-sync-remote-two,2,sync-remote-two,3.0,normal,7,200,,1.7459,2.8568,1.1109
07-sync-remote-two,2,sync-remote-two,3.0,ai,3,200,False,4.2805,5.366,1.0855
07-sync-remote-two,2,sync-remote-two,3.0,normal,8,200,,1.8375,2.9161,1.0786
07-sync-remote-two,2,sync-remote-two,3.0,normal,9,200,,2.0312,3.1348,1.1036
07-sync-remote-two,2,sync-remote-two,3.0,normal,10,200,,2.6226,4.5274,1.9048
07-sync-remote-two,2,sync-remote-two,3.0,ai,4,200,False,6.0458,7.2205,1.1747
07-sync-remote-two,2,sync-remote-two,3.0,normal,11,200,,2.7506,3.8857,1.1352
07-sync-remote-two,2,sync-remote-two,3.0,normal,12,200,,2.2183,3.3298,1.1115
07-sync-remote-two,2,sync-remote-two,3.0,ai,5,200,False,4.6854,5.7928,1.1075
07-sync-remote-two,2,sync-remote-two,3.0,normal,13,200,,2.7144,3.863,1.1486
07-sync-remote-two,2,sync-remote-two,3.0,normal,14,200,,4.2445,5.5289,1.2845
07-sync-remote-two,2,sync-remote-two,3.0,normal,15,200,,3.8043,5.8918,2.0875
07-sync-remote-two,2,sync-remote-two,3.0,ai,6,200,False,7.6191,8.8022,1.1831
07-sync-remote-two,2,sync-remote-two,3.0,normal,16,200,,4.3094,5.5179,1.2085
07-sync-remote-two,2,sync-remote-two,3.0,normal,17,200,,5.9816,7.1878,1.2062
07-sync-remote-two,2,sync-remote-two,3.0,ai,7,200,False,10.493,11.662,1.169
07-sync-remote-two,2,sync-remote-two,3.0,normal,18,200,,2.9483,4.0869,1.1386
07-sync-remote-two,2,sync-remote-two,3.0,normal,19,200,,2.7051,3.8378,1.1327
07-sync-remote-two,2,sync-remote-two,3.0,normal,20,200,,5.4009,7.636,2.2351
07-sync-remote-two,2,sync-remote-two,3.0,ai,8,200,False,9.1824,10.3419,1.1595
07-sync-remote-two,2,sync-remote-two,3.0,normal,21,200,,2.8534,3.909,1.0556
07-sync-remote-two,2,sync-remote-two,3.0,normal,22,200,,5.5525,6.7516,1.199
07-sync-remote-two,2,sync-remote-two,3.0,ai,9,200,False,9.2593,9.7028,0.4435
07-sync-remote-two,2,sync-remote-two,3.0,normal,23,200,,2.8113,3.9145,1.1033
07-sync-remote-two,2,sync-remote-two,3.0,normal,24,200,,3.6741,4.9137,1.2395
07-sync-remote-two,2,sync-remote-two,3.0,normal,25,200,,3.3012,5.2897,1.9885
07-sync-remote-two,2,sync-remote-two,3.0,ai,10,200,False,6.6393,7.8047,1.1654
07-sync-remote-two,2,sync-remote-two,3.0,normal,26,200,,2.8397,3.0838,0.2441
07-sync-remote-two,2,sync-remote-two,3.0,normal,27,200,,2.6021,3.7042,1.1021
07-sync-remote-two,2,sync-remote-two,3.0,ai,11,200,False,5.8915,7.0707,1.1792
07-sync-remote-two,2,sync-remote-two,3.0,normal,28,200,,2.2478,3.3655,1.1176
07-sync-remote-two,2,sync-remote-two,3.0,normal,29,200,,2.2722,3.3872,1.115
07-sync-remote-two,2,sync-remote-two,3.0,normal,30,200,,2.6706,3.1062,0.4356
07-sync-remote-two,2,sync-remote-two,3.0,ai,12,200,False,5.1376,6.1374,0.9998
07-sync-remote-two,2,sync-remote-two,3.0,normal,31,200,,1.6528,2.1271,0.4743
07-sync-remote-two,2,sync-remote-two,3.0,normal,32,200,,4.8147,5.9796,1.1649
07-sync-remote-two,2,sync-remote-two,3.0,ai,13,200,False,5.7957,6.8744,1.0787
07-sync-remote-two,2,sync-remote-two,3.0,normal,33,200,,3.2884,4.6547,1.3662
07-sync-remote-two,2,sync-remote-two,3.0,normal,34,200,,6.216,7.4424,1.2264
07-sync-remote-two,2,sync-remote-two,3.0,normal,35,200,,2.6066,3.5269,0.9202
07-sync-remote-two,2,sync-remote-two,3.0,ai,14,200,False,6.3622,6.6849,0.3227
07-sync-remote-two,2,sync-remote-two,3.0,normal,36,200,,4.8205,6.033,1.2125
07-sync-remote-two,2,sync-remote-two,3.0,normal,37,200,,5.6585,6.1315,0.473
07-sync-remote-two,2,sync-remote-two,3.0,ai,15,200,False,4.1448,5.247,1.1022
07-sync-remote-two,2,sync-remote-two,3.0,normal,38,200,,1.4694,2.548,1.0785
07-sync-remote-two,2,sync-remote-two,3.0,normal,39,200,,3.0199,4.1657,1.1459
07-sync-remote-two,2,sync-remote-two,3.0,normal,40,200,,6.294,8.8062,2.5122
07-sync-remote-two,2,sync-remote-two,3.0,ai,16,200,False,10.8896,12.2437,1.3541
07-sync-remote-two,2,sync-remote-two,3.0,normal,41,200,,3.3036,4.149,0.8453
07-sync-remote-two,2,sync-remote-two,3.0,normal,42,200,,4.7441,5.9633,1.2192
07-sync-remote-two,2,sync-remote-two,3.0,ai,17,200,False,9.4625,10.6544,1.192
07-sync-remote-two,2,sync-remote-two,3.0,normal,43,200,,2.9553,4.0478,1.0926
07-sync-remote-two,2,sync-remote-two,3.0,normal,44,200,,2.7461,3.8537,1.1076
07-sync-remote-two,2,sync-remote-two,3.0,normal,45,200,,3.4731,5.3321,1.859
07-sync-remote-two,2,sync-remote-two,3.0,ai,18,200,False,6.8856,8.0122,1.1266
07-sync-remote-two,2,sync-remote-two,3.0,normal,46,200,,3.1373,4.2884,1.1512
07-sync-remote-two,2,sync-remote-two,3.0,normal,47,200,,2.7939,3.922,1.1282
07-sync-remote-two,2,sync-remote-two,3.0,ai,19,200,False,5.5321,6.4699,0.9377
07-sync-remote-two,2,sync-remote-two,3.0,normal,48,200,,2.7027,3.8072,1.1045
07-sync-remote-two,2,sync-remote-two,3.0,normal,49,200,,4.2358,5.4304,1.1946
07-sync-remote-two,2,sync-remote-two,3.0,normal,50,200,,4.3816,6.9582,2.5766
07-sync-remote-two,2,sync-remote-two,3.0,ai,20,200,False,8.1908,9.4371,1.2463
07-sync-remote-two,2,sync-remote-two,3.0,normal,51,200,,3.8908,5.0951,1.2043
07-sync-remote-two,2,sync-remote-two,3.0,normal,52,200,,3.9828,5.1676,1.1848
07-sync-remote-two,2,sync-remote-two,3.0,ai,21,200,False,6.4971,7.6031,1.106
07-sync-remote-two,2,sync-remote-two,3.0,normal,53,200,,2.998,4.144,1.146
07-sync-remote-two,2,sync-remote-two,3.0,normal,54,200,,5.875,7.0735,1.1985
07-sync-remote-two,2,sync-remote-two,3.0,normal,55,200,,5.5941,7.8989,2.3048
07-sync-remote-two,2,sync-remote-two,3.0,ai,22,200,False,10.2738,11.4825,1.2087
07-sync-remote-two,2,sync-remote-two,3.0,normal,56,200,,2.674,3.7721,1.0981
07-sync-remote-two,2,sync-remote-two,3.0,normal,57,200,,3.8779,5.0793,1.2014
07-sync-remote-two,2,sync-remote-two,3.0,ai,23,200,False,7.3628,8.5377,1.1748
07-sync-remote-two,2,sync-remote-two,3.0,normal,58,200,,3.8724,4.9968,1.1245
07-sync-remote-two,2,sync-remote-two,3.0,normal,59,200,,5.0164,6.226,1.2097
07-sync-remote-two,2,sync-remote-two,3.0,normal,60,200,,5.4745,7.1651,1.6907
07-sync-remote-two,2,sync-remote-two,3.0,ai,24,200,False,20.7798,21.8885,1.1087
07-sync-remote-two,2,sync-remote-two,3.0,ai,0,200,True,3021.9091,3023.0168,1.1077
07-sync-remote-two,2,sync-remote-two,3.0,normal,61,200,,1.2974,2.3901,1.0927
07-sync-remote-two,2,sync-remote-two,3.0,normal,62,200,,5.3399,6.5285,1.1885
07-sync-remote-two,2,sync-remote-two,3.0,ai,1,200,True,3010.0098,3011.1014,1.0916
07-sync-remote-two,2,sync-remote-two,3.0,normal,63,200,,2.4364,3.5791,1.1427
07-sync-remote-two,2,sync-remote-two,3.0,normal,64,200,,2.0226,2.176,0.1533
07-sync-remote-two,2,sync-remote-two,3.0,normal,65,200,,6.8109,8.033,1.2221
07-sync-remote-two,2,sync-remote-two,3.0,normal,66,200,,2.8137,3.965,1.1513
07-sync-remote-two,2,sync-remote-two,3.0,normal,67,200,,3.7496,4.8697,1.1201
07-sync-remote-two,2,sync-remote-two,3.0,ai,27,200,False,7.8882,9.0882,1.2
07-sync-remote-two,2,sync-remote-two,3.0,normal,68,200,,3.114,4.4455,1.3315
07-sync-remote-two,2,sync-remote-two,3.0,normal,69,200,,1.9715,3.0625,1.0909
07-sync-remote-two,2,sync-remote-two,3.0,normal,70,200,,4.0895,5.8998,1.8102
07-sync-remote-two,2,sync-remote-two,3.0,ai,28,200,False,8.0256,9.1566,1.131
07-sync-remote-two,2,sync-remote-two,3.0,normal,71,200,,4.4761,5.6865,1.2104
07-sync-remote-two,2,sync-remote-two,3.0,normal,72,200,,4.716,5.9373,1.2213
07-sync-remote-two,2,sync-remote-two,3.0,ai,29,200,False,6.5823,7.1592,0.577
07-sync-remote-two,2,sync-remote-two,3.0,normal,73,200,,2.797,3.9055,1.1084
07-sync-remote-two,2,sync-remote-two,3.0,normal,74,200,,5.3665,6.582,1.2155
07-sync-remote-two,2,sync-remote-two,3.0,normal,75,200,,7.4295,8.6401,1.2106
07-sync-remote-two,2,sync-remote-two,3.0,ai,30,200,False,10.2512,12.9922,2.741
07-sync-remote-two,2,sync-remote-two,3.0,normal,76,200,,4.1592,4.928,0.7688
07-sync-remote-two,2,sync-remote-two,3.0,normal,77,200,,4.21,5.4073,1.1973
07-sync-remote-two,2,sync-remote-two,3.0,ai,31,200,False,8.5852,9.7847,1.1995
07-sync-remote-two,2,sync-remote-two,3.0,normal,78,200,,3.4218,4.5509,1.1291
07-sync-remote-two,2,sync-remote-two,3.0,normal,79,200,,3.9142,5.0943,1.1801
07-sync-remote-two,2,sync-remote-two,3.0,normal,80,200,,6.3086,7.5379,1.2293
07-sync-remote-two,2,sync-remote-two,3.0,ai,32,200,False,8.9279,11.555,2.6271
07-sync-remote-two,2,sync-remote-two,3.0,normal,81,200,,3.1004,4.2586,1.1582
07-sync-remote-two,2,sync-remote-two,3.0,normal,82,200,,3.7797,4.9105,1.1308
07-sync-remote-two,2,sync-remote-two,3.0,ai,33,200,False,9.0427,10.2357,1.193
07-sync-remote-two,2,sync-remote-two,3.0,normal,83,200,,4.0512,5.2178,1.1666
07-sync-remote-two,2,sync-remote-two,3.0,normal,84,200,,4.6495,5.839,1.1895
07-sync-remote-two,2,sync-remote-two,3.0,normal,85,200,,3.0341,3.949,0.9149
07-sync-remote-two,2,sync-remote-two,3.0,ai,34,200,False,6.8451,7.0315,0.1864
07-sync-remote-two,2,sync-remote-two,3.0,normal,86,200,,2.8994,3.9763,1.077
07-sync-remote-two,2,sync-remote-two,3.0,normal,87,200,,3.8404,5.0715,1.2311
07-sync-remote-two,2,sync-remote-two,3.0,ai,35,200,False,6.1755,7.271,1.0955
07-sync-remote-two,2,sync-remote-two,3.0,normal,88,200,,2.6805,3.7808,1.1003
07-sync-remote-two,2,sync-remote-two,3.0,normal,89,200,,3.8624,5.0164,1.154
07-sync-remote-two,2,sync-remote-two,3.0,normal,90,200,,3.9275,6.1905,2.263
07-sync-remote-two,2,sync-remote-two,3.0,ai,36,200,False,7.6809,8.8978,1.217
07-sync-remote-two,2,sync-remote-two,3.0,normal,91,200,,2.8488,3.6045,0.7556
07-sync-remote-two,2,sync-remote-two,3.0,normal,92,200,,6.9581,8.1475,1.1894
07-sync-remote-two,2,sync-remote-two,3.0,ai,37,200,False,7.6394,8.8132,1.1738
07-sync-remote-two,2,sync-remote-two,3.0,normal,93,200,,2.1197,2.6767,0.5571
07-sync-remote-two,2,sync-remote-two,3.0,normal,94,200,,1.777,2.8645,1.0875
07-sync-remote-two,2,sync-remote-two,3.0,normal,95,200,,2.4746,3.5527,1.0781
07-sync-remote-two,2,sync-remote-two,3.0,ai,38,200,False,4.8529,6.4819,1.629
07-sync-remote-two,2,sync-remote-two,3.0,normal,96,200,,3.0247,4.133,1.1084
07-sync-remote-two,2,sync-remote-two,3.0,normal,97,200,,1.7311,1.8562,0.1251
07-sync-remote-two,2,sync-remote-two,3.0,ai,39,200,False,3.8387,4.9224,1.0837
07-sync-remote-two,2,sync-remote-two,3.0,normal,98,200,,2.0885,3.1739,1.0853
07-sync-remote-two,2,sync-remote-two,3.0,normal,99,200,,1.2939,1.5762,0.2824
07-sync-remote-two,2,sync-remote-two,3.0,ai,25,200,True,3015.619,3016.7847,1.1656
07-sync-remote-two,2,sync-remote-two,3.0,ai,26,200,True,3017.716,3020.0499,2.3338
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,0,200,,4.103,6.1245,2.0214
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,1,200,,3.462,4.6067,1.1447
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,2,200,,3.967,4.9366,0.9696
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,3,200,,3.565,4.4883,0.9233
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,4,200,,3.2596,4.4388,1.1792
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,5,200,,3.623,6.0952,2.4721
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,2,200,False,5.428,6.9228,1.4948
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,6,200,,5.2255,7.1615,1.936
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,7,200,,4.5935,6.2148,1.6213
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,3,200,False,3.9921,5.4106,1.4185
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,8,200,,4.2328,5.4247,1.1919
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,9,200,,5.3159,5.8197,0.5038
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,4,200,False,7.046,7.3163,0.2702
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,10,200,,4.0071,7.4929,3.4857
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,11,200,,3.5376,4.607,1.0694
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,12,200,,4.3018,6.0394,1.7376
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,5,200,False,5.142,6.1458,1.0038
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,13,200,,3.4594,4.916,1.4565
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,14,200,,4.1374,5.5503,1.4129
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,6,200,False,5.8498,6.8339,0.9841
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,15,200,,4.0748,7.0115,2.9367
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,16,200,,4.833,5.7796,0.9466
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,17,200,,4.2838,4.6732,0.3894
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,7,200,False,2.877,3.8998,1.0228
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,18,200,,4.1703,5.3386,1.1683
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,19,200,,4.217,5.7563,1.5392
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,20,200,,2.7967,5.2824,2.4857
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,8,200,False,4.4566,5.4044,0.9478
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,21,200,,3.5285,4.4643,0.9358
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,22,200,,3.3786,4.8957,1.5171
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,9,200,False,4.4686,5.4295,0.9609
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,23,200,,3.8112,4.8029,0.9917
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,24,200,,3.1642,5.8645,2.7002
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,10,200,False,2.7325,3.6617,0.9292
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,25,200,,3.3904,3.8068,0.4165
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,26,200,,2.2704,3.2745,1.0041
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,27,200,,2.6738,3.0715,0.3977
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,11,200,False,2.8162,3.963,1.1468
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,28,200,,3.097,3.4715,0.3745
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,29,200,,2.1276,3.0778,0.9502
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,30,200,,2.8306,4.0619,1.2313
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,12,200,False,2.6186,4.463,1.8444
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,31,200,,3.042,3.141,0.099
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,32,200,,3.4937,4.6518,1.1581
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,13,200,False,3.1057,5.239,2.1333
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,33,200,,3.3429,4.4023,1.0594
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,34,200,,5.6803,6.9808,1.3005
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,35,200,,5.5398,8.9505,3.4107
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,14,200,False,8.0131,9.3417,1.3287
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,36,200,,3.4743,3.8339,0.3596
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,37,200,,5.7693,6.7165,0.9472
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,15,200,False,2.099,3.2099,1.1109
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,38,200,,2.0444,2.5962,0.5518
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,39,200,,4.3387,5.5106,1.1719
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,16,200,False,5.2368,6.1317,0.8948
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,40,200,,3.6769,6.2503,2.5734
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,41,200,,4.9064,6.1226,1.2162
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,42,200,,5.8631,6.8662,1.0031
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,17,200,False,4.856,6.0452,1.1892
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,43,200,,3.0387,4.8625,1.8238
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,44,200,,4.6337,5.6507,1.017
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,18,200,False,3.651,6.42,2.769
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,45,200,,5.5443,6.5274,0.9831
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,46,200,,5.493,6.072,0.579
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,47,200,,3.9847,5.1856,1.2009
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,19,200,False,2.826,3.1547,0.3287
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,48,200,,3.3627,4.2745,0.9118
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,49,200,,4.4466,6.0377,1.5911
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,50,200,,6.4489,8.2134,1.7645
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,20,200,False,3.0578,8.3307,5.2729
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,51,200,,3.069,4.2203,1.1513
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,52,200,,2.8125,4.0169,1.2045
08-sync-direct-bounded,2,sync-direct-bounded,3.0,ai,21,200,False,4.4813,5.6264,1.1451
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,53,200,,3.2154,4.3692,1.1538
08-sync-direct-bounded,2,sync-direct-bounded,3.0,normal,54,200,,2.86,3.989,1.129
